MAG	MiDAS4_tax	MiDAS_core_species	Exopolysaccharide	Query	Function	Target_CDS	Percent_id
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslD	Export	Hirt_18-Q3-R61-65_MAXAC.231_01711	20.27
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslF	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01717	22.944
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslC	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01718	21.875
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslI	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01722	20.539
Hirt_18-Q3-R61-65_MAXAC.231	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:B1-7BS;g:midas_g_190;s:midas_s_484;	No	Psl	pslC	Glycosyl transferase	Hirt_18-Q3-R61-65_MAXAC.231_01723	23
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumB	Export	Kalu_18-Q3-R12-55_BAT3C.181_03105	35.583
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumC	Export	Kalu_18-Q3-R12-55_BAT3C.181_03106	23.288
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumJ	Export	Kalu_18-Q3-R12-55_BAT3C.181_03110	21.501
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumH	Glycosyl transferase	Kalu_18-Q3-R12-55_BAT3C.181_03117	20.505
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumM	Glycosyl transferase	Kalu_18-Q3-R12-55_BAT3C.181_03121	28.244
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumH	Glycosyl transferase	Kalu_18-Q3-R12-55_BAT3C.181_03122	21.493
Kalu_18-Q3-R12-55_BAT3C.181	d:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:midas_g_81;s:midas_s_8156;	No	Xanthan	gumD	Glycosyl transferase	Kalu_18-Q3-R12-55_BAT3C.181_03126	35.575
