genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GUT_GENOME001295	GUT_GENOME001295_krakentaxid3003478HumGut_3478_8.region001	1	58164	110501	TRUE	Uncharacterised				kraken:taxid|3003478|HumGut_3478_8 GUT_GENOME001295_8	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003474435	s__Blautia_A sp003474435	Ruminococcus sp. AF46-10NS	0.32	96.68	228	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp003474435			GUT_GENOME001295_krakentaxid3003478HumGut_3478_8.region001.gbk_region_1
GCF_001074975.1_ASM107497v1_genomic	GCF_001074975.1_ASM107497v1_genomic_krakentaxid3013731HumGut_13731_24.region001	1	6502	36334	TRUE	lactobacillus_eps				kraken:taxid|3013731|HumGut_13731_24 NZ_JUUO01000034.1 Streptococcus pseudopneumoniae strain 75_SPSE 312_49907_595486, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae_D	s__Streptococcus pseudopneumoniae_D	Streptococcus pseudopneumoniae	0.298804780876494	99.3747233289066	1833	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae_D			GCF_001074975.1_ASM107497v1_genomic_krakentaxid3013731HumGut_13731_24.region001.gbk_region_1
GCF_000257805.1_ASM25780v1_genomic	GCF_000257805.1_ASM25780v1_genomic_krakentaxid3015748HumGut_15748_57.region001	1	22864	42956	TRUE	lactobacillus_eps				kraken:taxid|3015748|HumGut_15748_57 NZ_AICR01000057.1 Streptococcus mitis SK616 contig00015, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_N	s__Streptococcus mitis_N	Streptococcus mitis SK569	0.719847881202463	99.867197875166	1734	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_N			GCF_000257805.1_ASM25780v1_genomic_krakentaxid3015748HumGut_15748_57.region001.gbk_region_1
GUT_GENOME000200	GUT_GENOME000200_krakentaxid3024216HumGut_24216_7.region001	1	0	24715	TRUE	Uncharacterised				kraken:taxid|3024216|HumGut_24216_7 GUT_GENOME000200_7	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum_A	s__Clostridium disporicum_A	Clostridium disporicum	3.41	96.77	4018	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium disporicum_B			GUT_GENOME000200_krakentaxid3024216HumGut_24216_7.region001.gbk_region_1
GUT_GENOME046255	GUT_GENOME046255_krakentaxid3017619HumGut_17619_4.region001	1	12653	62377	TRUE	Uncharacterised				kraken:taxid|3017619|HumGut_17619_4 GUT_GENOME046255_4	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900547685	s__Blautia sp900547685	uncultured Blautia sp.	0.32	87.82	2559	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp900547685			GUT_GENOME046255_krakentaxid3017619HumGut_17619_4.region001.gbk_region_1
GCF_013305115.1_ASM1330511v1_genomic	GCF_013305115.1_ASM1330511v1_genomic_krakentaxid3003174HumGut_3174_11.region001	1	1066	18920	TRUE	pel-positive				kraken:taxid|3003174|HumGut_3174_11 NZ_JAAITW010000010.1 Blautia glucerasea strain MSK.14.58 NODE_10_length_123180_cov_74.432, whole genome shotgun sequence	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	s__Blautia_A sp900066145	Ruminococcus sp. AF31-8BH	0.949367088607595	99.367088607595	193	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A acetigignens			GCF_013305115.1_ASM1330511v1_genomic_krakentaxid3003174HumGut_3174_11.region001.gbk_region_1
GUT_GENOME225432	GUT_GENOME225432_krakentaxid3000209HumGut_209_407.region001	1	0	2858	TRUE	pel-like				kraken:taxid|3000209|HumGut_209_407 GUT_GENOME225432_407	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	s__Faecalibacterium prausnitzii_G	Faecalibacterium prausnitzii	4.2	79.37	28	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum			GUT_GENOME225432_krakentaxid3000209HumGut_209_407.region001.gbk_region_1
GUT_GENOME234176	GUT_GENOME234176_krakentaxid3006030HumGut_6030_554.region001	1	0	6233	TRUE	cellulose-generic				kraken:taxid|3006030|HumGut_6030_554 GUT_GENOME234176_554	Synthase	2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	s__Escherichia flexneri	Shigella flexneri 2a	3.33	72.58	551	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli			GUT_GENOME234176_krakentaxid3006030HumGut_6030_554.region001.gbk_region_1
GCF_012843315.1_ASM1284331v1_genomic	GCF_012843315.1_ASM1284331v1_genomic_krakentaxid3016656HumGut_16656_21.region001	1	66363	91910	TRUE	Uncharacterised				kraken:taxid|3016656|HumGut_16656_21 NZ_JABAEX010000008.1 Streptococcus sp. WB01_FAA12 Contig_8, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.830013280212483	99.3293492695883	2373	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp012843315			GCF_012843315.1_ASM1284331v1_genomic_krakentaxid3016656HumGut_16656_21.region001.gbk_region_1
GCF_001116085.1_7038_5_15_genomic	GCF_001116085.1_7038_5_15_genomic_krakentaxid3012735HumGut_12735_4.region001	1	26003	52584	FALSE	Uncharacterised				kraken:taxid|3012735|HumGut_12735_4 NZ_CMHF01000004.1 Streptococcus pneumoniae strain SMRU2967, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	s__Streptococcus pneumoniae	Streptococcus pneumoniae	2.04183266932271	99.7604818819958	1670	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pneumoniae			GCF_001116085.1_7038_5_15_genomic_krakentaxid3012735HumGut_12735_4.region001.gbk_region_1
GCF_900120345.1_PRJEB18024_genomic	GCF_900120345.1_PRJEB18024_genomic_krakentaxid3011363HumGut_11363_1.region001	1	2688995	2720391	FALSE	lactobacillus_eps				kraken:taxid|3011363|HumGut_11363_1 NZ_LT635479.1 Lachnoclostridium phocaeense strain Marseille-P3177T chromosome contig00001	Wzx/Wzy	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea phocaeensis	s__Dorea phocaeensis	Lachnoclostridium phocaeense	4.19103313840156	97.6608187134503	1453	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium_B	s__Lachnoclostridium_B monacensis			GCF_900120345.1_PRJEB18024_genomic_krakentaxid3011363HumGut_11363_1.region001.gbk_region_1
GCF_902159415.1_25426_7_64_genomic	GCF_902159415.1_25426_7_64_genomic_krakentaxid3015713HumGut_15713_5.region001	1	11928	36641	TRUE	lactobacillus_eps				kraken:taxid|3015713|HumGut_15713_5 NZ_CABGJU010000005.1 Streptococcus mitis strain 4928STDY7071560, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BG	s__Streptococcus mitis_BG	Streptococcus mitis	0.423728813559322	99.3220338983051	2188	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BG			GCF_902159415.1_25426_7_64_genomic_krakentaxid3015713HumGut_15713_5.region001.gbk_region_1
GCF_000235485.1_ASM23548v1_genomic	GCF_000235485.1_ASM23548v1_genomic_krakentaxid3016293HumGut_16293_16.region001	1	68808	89476	FALSE	lactobacillus_eps				kraken:taxid|3016293|HumGut_16293_16 NZ_JH378887.1 Streptococcus sp. oral taxon 058 str. F0407 Scfld232, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000235485	s__Streptococcus sp000235485	Streptococcus sp. oral taxon 058 str. F0407	0.199203187250996	99.0205843293493	2304	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp000235485			GCF_000235485.1_ASM23548v1_genomic_krakentaxid3016293HumGut_16293_16.region001.gbk_region_1
GCF_002161645.1_ASM216164v1_genomic	GCF_002161645.1_ASM216164v1_genomic_krakentaxid3011367HumGut_11367_7.region001	1	63644	94235	TRUE	Uncharacterised				kraken:taxid|3011367|HumGut_11367_7 NZ_NFIF01000015.1 Blautia sp. An46 An46_contig_15, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp002161285	s__Blautia sp002161285	Blautia sp. An81	0	99.3630573248408	1454	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia ornithocaccae			GCF_002161645.1_ASM216164v1_genomic_krakentaxid3011367HumGut_11367_7.region001.gbk_region_1
GUT_GENOME157413	GUT_GENOME157413_krakentaxid3002520HumGut_2520_5.region001	1	3983	21769	TRUE	pel-positive				kraken:taxid|3002520|HumGut_2520_5 GUT_GENOME157413_5	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	g__Faecalibacterium	Faecalibacterium prausnitzii	1.06	79.21	149	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii_A			GUT_GENOME157413_krakentaxid3002520HumGut_2520_5.region001.gbk_region_1
GUT_GENOME099943	GUT_GENOME099943_krakentaxid3004472HumGut_4472_9.region001	1	467	32490	TRUE	Uncharacterised				kraken:taxid|3004472|HumGut_4472_9 GUT_GENOME099943_9	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	g__Blautia_A	Blautia obeum A2-162	0	56.14	111	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp003471165			GUT_GENOME099943_krakentaxid3004472HumGut_4472_9.region001.gbk_region_1
GCF_902166125.1_26009_2_32_genomic	GCF_902166125.1_26009_2_32_genomic_krakentaxid3020529HumGut_20529_2.region001	1	10384	64793	TRUE	Uncharacterised				kraken:taxid|3020529|HumGut_20529_2 NZ_CABHJB010000002.1 Clostridium perfringens strain 4928STDY7387927, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tertium	s__Clostridium tertium	Clostridium tertium	0	99.1935483870968	3179	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium tertium			GCF_902166125.1_26009_2_32_genomic_krakentaxid3020529HumGut_20529_2.region001.gbk_region_1
GCF_002096445.1_ASM209644v1_genomic	GCF_002096445.1_ASM209644v1_genomic_krakentaxid3016084HumGut_16084_1.region001	1	94182	118318	FALSE	lactobacillus_eps				kraken:taxid|3016084|HumGut_16084_1 NZ_NCUK01000013.1 Streptococcus oralis subsp. oralis strain RH_57980_07 s_oralis_RH_57980_07_ID_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_N	s__Streptococcus oralis_N	Streptococcus oralis subsp. oralis	0.265604249667995	99.867197875166	2267	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_N			GCF_002096445.1_ASM209644v1_genomic_krakentaxid3016084HumGut_16084_1.region001.gbk_region_1
GCF_003627155.1_ASM362715v1_genomic	GCF_003627155.1_ASM362715v1_genomic_krakentaxid3014165HumGut_14165_1.region001	1	115815	140451	FALSE	lactobacillus_eps				kraken:taxid|3014165|HumGut_14165_1 NZ_CP032621.1 Streptococcus gwangjuense strain KCOM 1679 (=ChDC B345) chromosome, complete genome	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp003627155	s__Streptococcus sp003627155	Streptococcus sp. ChDC B345	0.282707553623888	99.8173970783532	1911	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus gwangjuense			GCF_003627155.1_ASM362715v1_genomic_krakentaxid3014165HumGut_14165_1.region001.gbk_region_1
GCF_002096845.1_ASM209684v1_genomic	GCF_002096845.1_ASM209684v1_genomic_krakentaxid3015349HumGut_15349_31.region001	1	127932	154724	TRUE	lactobacillus_eps				kraken:taxid|3015349|HumGut_15349_31 NZ_NCVK01000058.1 Streptococcus mitis strain OD_317805_11 s_mitis_OD_317805_11_ID_5, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_A	s__Streptococcus mitis_A	Streptococcus mitis	0.199203187250996	99.8173970783532	2121	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_A			GCF_002096845.1_ASM209684v1_genomic_krakentaxid3015349HumGut_15349_31.region001.gbk_region_1
GUT_GENOME232082	GUT_GENOME232082_krakentaxid3026252HumGut_26252_5.region001	1	0	11236	TRUE	Uncharacterised				kraken:taxid|3026252|HumGut_26252_5 GUT_GENOME232082_5	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	g__Clostridium	Clostridium sp. CAG:221	3.64	100	4435	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900766315			GUT_GENOME232082_krakentaxid3026252HumGut_26252_5.region001.gbk_region_1
GCF_901543815.1_42731_G02_genomic	GCF_901543815.1_42731_G02_genomic_krakentaxid3016091HumGut_16091_2.region001	1	302386	327040	FALSE	lactobacillus_eps				kraken:taxid|3016091|HumGut_16091_2 NZ_CABEIU010000002.1 Streptococcus oralis strain NCTC10232, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BC	s__Streptococcus mitis_BC	Streptococcus mitis	0.707937480845847	99.1699867197875	1981	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_CM			GCF_901543815.1_42731_G02_genomic_krakentaxid3016091HumGut_16091_2.region001.gbk_region_1
GCF_000722685.1_ASM72268v1_genomic	GCF_000722685.1_ASM72268v1_genomic_krakentaxid3013828HumGut_13828_15.region001	1	81253	110148	FALSE	Uncharacterised				kraken:taxid|3013828|HumGut_13828_15 NZ_JPFV01000015.1 Streptococcus mitis strain SK667 gsmSK667.contig.14_1, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_M	s__Streptococcus mitis_M	Streptococcus mitis	0.457563684655318	99.2197875166003	1856	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_M			GCF_000722685.1_ASM72268v1_genomic_krakentaxid3013828HumGut_13828_15.region001.gbk_region_1
GUT_GENOME217673	GUT_GENOME217673_krakentaxid3003018HumGut_3018_27.region001	1	70745	89009	TRUE	Uncharacterised				kraken:taxid|3003018|HumGut_3018_27 GUT_GENOME217673_27	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	s__Bacteroides caccae	Bacteroides caccae	3.3	66.89	35	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae			GUT_GENOME217673_krakentaxid3003018HumGut_3018_27.region001.gbk_region_1
GUT_GENOME255836	GUT_GENOME255836_krakentaxid3009867HumGut_9867_112.region001	1	0	6661	TRUE	Uncharacterised				kraken:taxid|3009867|HumGut_9867_112 GUT_GENOME255836_112	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	s__Bacteroides faecis	Bacteroides faecis MAJ27	0	50.86	154	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecis			GUT_GENOME255836_krakentaxid3009867HumGut_9867_112.region001.gbk_region_1
GCF_003942465.1_ASM394246v1_genomic	GCF_003942465.1_ASM394246v1_genomic_krakentaxid3015555HumGut_15555_1.region001	1	178964	193677	FALSE	alpha-glucansucrase				kraken:taxid|3015555|HumGut_15555_1 NZ_RJNC01000001.1 Streptococcus sanguinis strain BCC39 D8870_contig001, whole genome shotgun sequence	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_G	s__Streptococcus sanguinis_G	Streptococcus sanguinis	0	100	2156	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_G			GCF_003942465.1_ASM394246v1_genomic_krakentaxid3015555HumGut_15555_1.region001.gbk_region_1
GCF_004127235.1_ASM412723v1_genomic	GCF_004127235.1_ASM412723v1_genomic_krakentaxid3014978HumGut_14978_11.region001	1	152179	166904	FALSE	alpha-glucansucrase				kraken:taxid|3014978|HumGut_14978_11 NZ_QEWK01000001.1 Streptococcus oralis strain NU39 NODE_1_length_787884_cov_100.783, whole genome shotgun sequence	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000831085	s__Streptococcus sp000831085	Streptococcus sp. DBCMS	0.424966799468792	99.867197875166	2059	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp000831085			GCF_004127235.1_ASM412723v1_genomic_krakentaxid3014978HumGut_14978_11.region001.gbk_region_1
GUT_GENOME096294	GUT_GENOME096294_krakentaxid3015508HumGut_15508_1.region001	1	77231	102160	FALSE	Uncharacterised				kraken:taxid|3015508|HumGut_15508_1 GUT_GENOME096294_1	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	s__Bacteroides oleiciplenus	Bacteroides oleiciplenus YIT 12058	0.84	99.26	2149	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides oleiciplenus			GUT_GENOME096294_krakentaxid3015508HumGut_15508_1.region001.gbk_region_1
GCF_001689125.2_ASM168912v2_genomic	GCF_001689125.2_ASM168912v2_genomic_krakentaxid3018420HumGut_18420_1.region001	1	1132392	1171014	FALSE	Uncharacterised				kraken:taxid|3018420|HumGut_18420_1 NZ_CP015405.2 Blautia sp. YL58 chromosome, complete genome	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia coccoides_A	s__Blautia coccoides_A	Blautia coccoides	1.91082802547771	99.3630573248408	2720	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia pseudococcoides			GCF_001689125.2_ASM168912v2_genomic_krakentaxid3018420HumGut_18420_1.region001.gbk_region_1
GCF_001074805.1_ASM107480v1_genomic	GCF_001074805.1_ASM107480v1_genomic_krakentaxid3011330HumGut_11330_109.region001	1	0	18382	TRUE	lactobacillus_eps				kraken:taxid|3011330|HumGut_11330_109 NZ_JUPI01000138.1 Streptococcus parasanguinis strain 886_SPAR 389_18382_469914, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_A	s__Streptococcus parasanguinis_A	Streptococcus parasanguinis	0	100	1448	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_A			GCF_001074805.1_ASM107480v1_genomic_krakentaxid3011330HumGut_11330_109.region001.gbk_region_1
GCF_001579645.1_ASM157964v1_genomic	GCF_001579645.1_ASM157964v1_genomic_krakentaxid3016068HumGut_16068_7.region001	1	125247	149765	TRUE	lactobacillus_eps				kraken:taxid|3016068|HumGut_16068_7 NZ_KQ970823.1 Streptococcus infantis strain DD18 scaffold00006, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_E	s__Streptococcus infantis_E	Streptococcus infantis	0.621468926553672	98.1685499058381	2260	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_E			GCF_001579645.1_ASM157964v1_genomic_krakentaxid3016068HumGut_16068_7.region001.gbk_region_1
GCF_009496205.1_ASM949620v1_genomic	GCF_009496205.1_ASM949620v1_genomic_krakentaxid3014965HumGut_14965_91.region001	1	27553	52233	TRUE	Uncharacterised				kraken:taxid|3014965|HumGut_14965_91 NZ_WIJO01000007.1 Streptococcus mitis strain SM11 NODE_7_length_52233_cov_15.638736, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.199203187250996	99.7377158034529	2056	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BN			GCF_009496205.1_ASM949620v1_genomic_krakentaxid3014965HumGut_14965_91.region001.gbk_region_1
