accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	domain	phylum	class	order	family	genus	species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_026625625.1	0	99.99	0.03	Specific	99.66	0.34	569	o__Sphingomonadales (UID3310)	293	0	3503126	90.673939647443	1	2479024	64.1680290485001	3863432	GB_GCA_026625625.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp026625625	not type material	none	f	1	1	3863332	3863432	3863432	2	2767	CP113055.1	3863432	2	110	CP113055.1	2767	5009	0	99.349	LSIS01000281.2454.5241	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas sp. CCH1-A6	3863332	3863432	t	f	f	3863332	3863432	Chromosome	ASM2662562v1	na	PRJNA896766	SAMN31669922	1	3863332	Austria: Pichlinger See	2022-12-04	GCA_026625625.1	none	full	na	freshwater	48.24 N 14.38 E	1	1	Blastomonas sp. SL216	none	na	6	1	1	3863432	3863432	3863432	2022/12/04	1	2995169	2	SL216	Joint Microbiome Facility	2995169	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;x__unclassified Blastomonas;s__Blastomonas sp. SL216	100	3863432	11	45	na	3863332	0	na	3531	1	3863432	2	none	none	none	none	none	none	1486	CP113055.1	1477	2678	0	99.391	AB024288.1.1477	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas;Blastomonas natatoria	100	19	45	0
GB_GCA_001683845.1	0	90.95	0.05	Specific	91.45	0.37	569	o__Sphingomonadales (UID3310)	293	0	2396577	87.6206092845979	93	1818973	66.620848130047	2735175	GB_GCA_001683845.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium sp001683845	not type material	none	f	15	9	239321	304271	304271	1	2770	LXQI01000008.1	304271	1	110	LXQI01000008.1	2767	5110	0	100	LXQI01000008.299393.302168	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. ANT-B3C2	29358	63608	t	f	f	49406	92632	Scaffold	ANT-B3C2	na	PRJNA319586	SAMN04932542	93	49406	Antarctica: Miers Valley	2016-07-12	GCA_001683845.1	derived from metagenome	full	ANT-B3C2	Antarctic Hypolithon	78.16 S 164.10000000 E	0	none	Erythrobacter sp. ANT-B3C2	0	na	none	43	9	92632	70657	35456	2016/07/12	50	1844758	none	ANT-B3C2	CMEG University of Pretoria	1844758	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__unclassified Erythrobacter;s__Erythrobacter sp. ANT-B3C2	4839	2735175	none	none	na	2730336	0	LXQI00000000.1	2613	43	304271	1	none	none	none	none	none	none	1480	LXQI01000008.1	1481	2712	0	99.73	LZRP01000012.13274.14769	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Alteriqipengyuania;Erythrobacter sp. QSSC1-22B	4839	18	39	0
RS_GCF_014641655.1	0	99.98	0	Specific	99.07	0.34	569	o__Sphingomonadales (UID3310)	293	0	2384461	90.4952442254019	67	1711002	64.9401439308743	2634902	RS_GCF_014641655.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania_A	Alteriqipengyuania_A marina	type strain of species	LPSN	f	1	1	1531628	2576820	2576820	7	2769	NZ_BMID01000001.1	2576820	1	110	NZ_BMID01000001.1	2770	4451	0	95.74	FOWZ01000003.37417.40208	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter nanhaisediminis	39324	47051	t	f	f	1531628	2576820	Scaffold	ASM1464165v1	na	PRJNA224116	SAMD00245037	67	1531628	none	2020-09-11	GCA_014641655.1	none	full	na	none	none	0	0	Blastomonas marina	none	representative genome	4	56	1	2576820	2576820	2576820	2020/09/11	11	1867408	1	CGMCC 1.15297	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	1867408	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas marina	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas marina	165	2634902	11	44	assembly from type material	2634737	0	BMID00000000.1	2502	56	1874	4	none	none	none	none	none	none	1805	NZ_BMID01000006.1	1804	3232	0	99.002	Y17766.1.1805	Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Lamiales;Avicennia;Avicennia marina	165	19	50	0
GB_GCA_947502815.1	0	100	0.11	Specific	99.82	0.34	569	o__Sphingomonadales (UID3310)	293	0	2900147	91.9551852168923	4	1800801	57.0981365750649	3153870	GB_GCA_947502815.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp947502815	not type material	none	f	1	1	3140730	3140730	3140730	1	2770	CANNBH010000001.1	3140730	1	110	CANNBH010000001.1	2770	5009	0	99.314	LT702999.435012.437790	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aurantiacibacter;Erythrobacter sp. Alg231-14	788467	788467	t	f	f	3140730	3140730	Contig	4-2072.fasta	na	PRJEB57783	SAMEA112157304	4	3140730	none	2023-01-27	GCA_947502815.1	derived from metagenome	full	4-2072.fasta	unknown	none	0	none	uncultured Erythrobacter sp.	none	na	none	none	none	none	none	none	2023/01/27	0	263913	none	4-2072.fasta	marine college, shandong university	263913	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;x__Erythrobacter/Porphyrobacter group;g__Erythrobacter;x__environmental samples;s__uncultured Erythrobacter sp.	0	3153870	none	none	na	3153870	0	CANNBH000000000.1	2993	4	3140730	1	none	none	none	none	none	none	1486	CANNBH010000001.1	1469	2671	0	99.523	LT702999.438459.439924	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter sp. Alg231-14	0	19	42	0
RS_GCF_900113315.1	0	99.99	0.46	Specific	99.89	0.45	337	c__Alphaproteobacteria (UID3305)	221	0	3755191	92.479519475738	6	2780120	68.4663341185279	4060565	RS_GCF_900113315.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas_P	Sphingomonas_P jatrophae	type strain of species	LPSN	f	2	2	1962229	1962229	2634	3	2444	NZ_FOZG01000006.1	1962229	2	110	NZ_FOZG01000001.1	2444	4514	0	100	FOZG01000006.1.2454	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. S5-249	676760	676760	t	f	f	1320977	1320977	Contig	IMG-taxon 2654588199 annotated assembly	na	PRJNA224116	SAMN05192580	6	1320977	none	2016-11-02	GCA_900113315.1	none	full	na	none	none	0	0	Sphingomonas jatrophae	3772	representative genome	8	none	none	none	none	none	2016/11/02	0	1166337	2	S5-249	DOE - JOINT GENOME INSTITUTE	1166337	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas jatrophae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas jatrophae	0	4060565	11	49	assembly from type material	4060565	0	FOZG00000000.1	3819	6	1320977	2	1412	2595	0	99.858	3195989	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__wittichii	1484	NZ_FOZG01000002.1	1484	2741	0	100	FOZG01000002.1318299.1319789	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Sphingomonas sp. S5-249	0	19	49	0
RS_GCF_023516505.1	0	99.99	0.01	Specific	98.89	0.44	345	c__Alphaproteobacteria (UID3305)	226	0	2385178	91.9626054358375	2	1634171	63.0068795233261	2593639	RS_GCF_023516505.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium breve	type strain of species	LPSN	f	1	1	2593378	2593378	2593378	1	2773	NZ_JAMGBB010000001.1	2593378	1	110	NZ_JAMGBB010000001.1	2772	4492	0	95.924	JFBW01000002.287361.290140	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas jaspsi DSM 18422	1296819	1296819	t	f	f	2593378	2593378	Contig	ASM2351650v1	na	PRJNA224116	SAMN24662249	2	2593378	South Korea: Seoul	2022-05-22	GCA_023516505.1	none	full	na	wet soil	none	0	0	Sphingomonas brevis	none	representative genome	3	none	none	none	none	none	2022/05/22	0	2908206	1	RB56-2	Hankyong National University	2908206	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas brevis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas brevis	0	2593639	11	46	assembly from type material	2593639	0	JAMGBB000000000.1	2623	2	2593378	1	none	none	none	none	none	none	1482	NZ_JAMGBB010000001.1	1461	2652	0	99.452	KY176927.1.1462	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp.	0	19	46	0
GB_GCA_026004935.1	0	100	0.01	General	97.59	0	349	c__Alphaproteobacteria (UID3305)	230	0	2505223	86.0464932563415	3	2039612	70.0566330147669	2911476	GB_GCA_026004935.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Rhodothalassiaceae	J084	J084 sp026004935	not type material	none	f	1	1	2119280	2898888	2898888	1	3169	BPKC01000001.1	2898888	1	110	BPKC01000001.1	1587	2097	0	90.611	BAYV01000108.420.3163	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Q-1;alpha proteobacterium Q-1	970458	1455738	t	f	f	2119280	2898888	Scaffold	ASM2600493v1	na	PRJDB11609	SAMD00319443	3	2119280	none	2022-10-11	GCA_026004935.1	derived from metagenome	full	KatS3mg119	sediments collected from the Katase hot spring field	none	0	0	Rhodothalassiaceae bacterium	none	na	3	2	1	2898888	2898888	2898888	2022/10/11	1	2615086	1	KatS3mg119	RIKEN-BRC	2615086	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodothalassiales;f__Rhodothalassiaceae;g__;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodothalassiales;f__Rhodothalassiaceae;x__unclassified Rhodothalassiaceae;s__Rhodothalassiaceae bacterium	100	2911476	11	47	na	2911376	0	BPKC00000000.1	2521	2	2898888	1	none	none	none	none	none	none	1423	BPKC01000001.1	1428	1840	0	90.336	HQ727620.1.1465	Bacteria;Pseudomonadota;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Incertae Sedis;uncultured Alphaproteobacteria bacterium	100	19	47	0
RS_GCF_003688625.1	0	100	0.59	Specific	99.32	1.3	569	o__Sphingomonadales (UID3310)	293	33.33	3515038	88.3626292713694	6	2611631	65.6539397678257	3977969	RS_GCF_003688625.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp003688625	not type material	none	f	2	2	1448846	1448846	5819	1	2774	NZ_RCWY01000005.1	5819	1	110	NZ_RCWY01000005.1	2774	5118	0	99.964	LMKW01000008.743267.746070	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. Leaf230	662979	795593	t	f	f	1207672	1207672	Scaffold	ASM368862v1	na	PRJNA224116	SAMN08779463	6	1207672	none	2018-10-25	GCA_003688625.1	none	full	na	none	none	0	0	Sphingomonas sp. PP-CE-3A-406	none	na	3	5	2	1207672	1163484	1163484	2018/10/25	1	2135659	1	PP-CE-3A-406	DOE Joint Genome Institute	2135659	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. PP-CE-3A-406	95	3977969	11	47	na	3977874	0	RCWY00000000.1	3582	5	5819	1	none	none	none	none	none	none	1488	NZ_RCWY01000005.1	1485	2632	0	98.721	FJ464980.1.1481	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. DR1	95	19	47	0
RS_GCF_020171965.1	0	99.94	0.02	Specific	99.65	0.17	569	o__Sphingomonadales (UID3310)	293	0	2425901	93.1120022660993	5	1628810	62.517703900961	2605358	RS_GCF_020171965.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania	Qipengyuania aquimaris_A	not type material	none	f	1	1	1532627	1532627	1532627	1	2770	NZ_JAIUZK010000001.1	1532627	1	110	NZ_JAIUZK010000001.1	2770	5116	0	100	FOWZ01000003.37417.40208	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;Erythrobacter nanhaisediminis	521071	521071	t	f	f	1532627	1532627	Contig	ASM2017196v1	na	PRJNA224116	SAMN21542878	5	1532627	China: Shenzhen	2021-09-28	GCA_020171965.1	none	full	na	sediment	22.553 N 114.574 E	0	0	Qipengyuania aquimaris	none	na	3	none	none	none	none	none	2021/09/28	0	255984	1	DP4N0-3	Peking University Shenzhen Institute	255984	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania aquimaris	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania aquimaris	0	2605358	11	44	na	2605358	0	JAIUZK000000000.1	2541	5	1532627	1	none	none	none	none	none	none	1486	NZ_JAIUZK010000001.1	1481	2658	0	99.055	JF769677.1.1481	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;uncultured bacterium	0	19	45	0
RS_GCF_011927725.1	0	99.99	0.14	Specific	99.91	0.88	345	c__Alphaproteobacteria (UID3305)	226	50	2635847	92.6081023442172	1	1906187	66.9721576340419	2846238	RS_GCF_011927725.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium kaistense	type strain of species	LPSN	f	1	1	2846238	2846238	2846238	1	2770	NZ_JAATJC010000001.1	2846238	1	110	NZ_JAATJC010000001.1	2776	4761	0	97.695	JONN01000001.1921662.1924453	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens DSM 22298	2846238	2846238	t	f	f	2846238	2846238	Contig	ASM1192772v1	na	PRJNA224116	SAMN13173286	1	2846238	South Korea	2020-04-02	GCA_011927725.1	none	full	na	none	none	0	0	Sphingomonas kaistensis	none	representative genome	3	none	none	none	none	none	2020/04/02	0	298708	1	DSM 16846	DOE Joint Genome Institute	298708	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas kaistensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas kaistensis	0	2846238	11	47	assembly from type material	2846238	0	JAATJC000000000.1	2764	1	2846238	1	none	none	none	none	none	none	1484	NZ_JAATJC010000001.1	1421	2625	0	100	AY769083.1.1421	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas kaistensis	0	19	48	0
RS_GCF_000508185.1	0	100	0.04	Specific	99.93	0.2	569	o__Sphingomonadales (UID3310)	293	33.33	4329001	90.6253545776365	219	3052267	63.8976011187382	4776810	RS_GCF_000508185.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp000508185	not type material	none	f	35	35	120701	120701	5957	4	2773	NZ_AYOY01000055.1	589	2	111	NZ_AYOY01000126.1	2773	5121	0	100	AYOY01000055.2705.5511	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. C100	21811	21811	t	f	f	46449	46449	Contig	SOAPdenovo for version v2.01 of the Sphingobium sp. C100 genome	na	PRJNA224116	SAMN02471157	219	46449	Arctic Ocean	2013-12-16	GCA_000508185.1	none	full	na	surface sediment from Makarov Basin at a depth 4000 m and layer 36-38 cm	none	0	0	Sphingobium sp. C100	4559	na	7	none	none	none	none	none	2013/12/16	0	1207055	1	C100	The Third Institute of State Oceanic Administration (SOA)	1207055	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;x__unclassified Sphingobium;s__Sphingobium sp. C100	0	4776810	11	52	na	4776810	0	AYOY00000000.1	4627	219	5957	1	1405	2529	0	99.146	90781	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	1614	NZ_AYOY01000055.1	1614	2981	0	100	AYOY01000055.207.1825	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. C100	0	19	54	0
RS_GCF_039543105.1	0	99.98	0.62	Specific	98.97	0.29	345	c__Alphaproteobacteria (UID3305)	226	0	2733240	91.8020541299068	3	1876757	63.0381186479277	2977319	RS_GCF_039543105.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium daechungense	type strain of species	LPSN	f	1	1	1931558	2977319	2977319	1	2771	NZ_BAABJC010000001.1	2977319	1	110	NZ_BAABJC010000001.1	2773	4322	0	94.879	JONN01000001.1921662.1924453	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas astaxanthinifaciens DSM 22298	992392	2977319	t	f	f	1931558	2977319	Scaffold	ASM3954310v1	na	PRJNA224116	SAMD00645805	3	1931558	none	2024-02-23	GCA_039543105.1	none	full	na	none	none	0	0	Sphingomonas daechungensis	none	representative genome	3	1	1	2977319	2977319	2977319	2024/02/23	2	1176646	1	JCM 17887	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	1176646	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas daechungensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas daechungensis	141	2977319	11	48	assembly from type material	2977178	0	BAABJC000000000.1	3040	1	2977319	1	none	none	none	none	none	none	1484	NZ_BAABJC010000001.1	1436	2639	0	99.861	JQ772481.1.1436	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas daechungensis	141	19	48	0
RS_GCF_018449795.1	0	99.99	0.93	Specific	97.71	2.7	569	o__Sphingomonadales (UID3310)	293	0	3958624	90.601890346881	96	2918697	66.8008544256212	4369251	RS_GCF_018449795.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp018449795	not type material	none	f	17	17	241544	241544	5775	1	2774	NZ_JAAVVE010000086.1	5775	1	110	NZ_JAAVVE010000086.1	2782	4512	0	96.082	CP010836.4634654.4637461	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hengshuiensis	45513	45513	t	f	f	79162	79162	Contig	ASM1844979v1	na	PRJNA224116	SAMN14423254	96	79162	Czech Republic: Zofinsky prales National Nature Reserve	2021-05-23	GCA_018449795.1	none	full	na	Decomposing wood	48.66447093 N 14.70930505 E	0	0	Sphingomonas sp. dw_22	none	na	3	none	none	none	none	none	2021/05/23	0	2721175	1	dw_22	Czech Academy of Sciences	2721175	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. dw_22	0	4369251	11	46	na	4369251	0	JAAVVE000000000.1	4000	96	5775	1	none	none	none	none	none	none	1484	NZ_JAAVVE010000086.1	1485	2619	0	98.519	CP019511.2942390.2943883	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. LM7	0	19	46	0
RS_GCF_020524485.1	0	99.99	0.48	Specific	99.42	0.95	569	o__Sphingomonadales (UID3310)	293	0	4166808	89.7573467307067	15	3047077	65.6371848196897	4642303	RS_GCF_020524485.1	t	d__Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium profundi_A	not type material	none	f	3	3	1428434	1428434	5722	2	2768	NZ_JAIVLF010000012.1	5722	1	110	NZ_JAIVLF010000012.1	2770	4968	0	99.061	BBNP01000097.2104.4894	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. MBES04	309486	309486	t	f	f	757072	757072	Contig	ASM2052448v1	na	PRJNA224116	SAMN21557937	15	757072	China: Shenzhen	2021-10-18	GCA_020524485.1	none	full	na	sediment	22.651 N 114.515 E	0	0	Novosphingobium profundi	none	na	4	none	none	none	none	none	2021/10/18	0	1774954	1	EaN21-2	Peking University Shenzhen Institute	1774954	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium profundi	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium profundi	0	4642303	11	55	na	4642303	0	JAIVLF000000000.1	4096	15	5722	1	none	none	none	none	none	none	1484	NZ_JAIVLF010000012.1	1467	2699	0	99.864	BBNP01000097.29.1495	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. MBES04	0	19	54	0
