Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
GCA_007004665.1_ASM700466v1_genomic,35,6442184,492275,59.46,99.13,0.65,NCBI,6456481,5974,5605690,938.35,60.49,87.02,1,9,4,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Denitrobaculum;s__Denitrobaculum tricleocarpae
GCA_007018965.1_ASM701896v1_genomic,38,3128554,350167,69.38,98.99,0.15,NCBI,3155734,3020,2854096,945.06,69.59,91.23,0,5,1,0,6,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marinus
GCA_007050385.1_CRA_S16_genomic,65,4865379,1306403,50.63,99.95,0.87,NCBI,4825463,4555,4286253,941,51.68,88.1,1,7,14,1,6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio furnissii
GCA_007050895.1_ASM705089v1_genomic,183,1591409,13835,43.31,95.33,3.27,NCBI,1614780,1590,1274668,801.68,44.4,80.1,0,0,0,0,0,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__SG8-32-3;s__SG8-32-3 sp007050895
GCA_007050985.1_ASM705098v1_genomic,23,3210070,793522,39.19,99.62,0.38,NCBI,3210070,2912,2896327,994.62,39.89,90.23,0,4,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella sabulilitoris
GCA_007097495.1_ASM709749v1_genomic,4,6973860,4667639,31.93,98.51,1.32,NCBI,6985895,5485,6198909,1130.16,32.76,88.89,5,5,4,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga kamogawensis
GCA_007133855.1_ASM713385v1_genomic,544,2331489,4323,41.77,52.89,0,NCBI,4408185,1940,1778383,916.69,42.49,76.28,5,0,0,0,0,d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__MK-D1;g__;s__
GCA_007183175.1_ASM718317v1_genomic,1,4950731,4950731,49.55,99.57,1.08,NCBI,4918412,4468,4182150,936.02,50.71,84.48,0,7,5,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer sp007183175
GCA_007197555.1_ASM719755v1_genomic,1,6449204,6449204,45.08,99.4,0.56,NCBI_OceanDNA,6451799,6033,5444387,902.43,46.37,84.42,1,12,4,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp007197555
GCA_007197645.1_ASM719764v1_genomic,86,5939027,126784,43,99.35,0.71,NCBI,5935440,5144,5052204,982.15,44.05,85.07,0,12,3,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella hanedai
GCA_007197735.1_ASM719773v1_genomic,1,3934786,3934786,32.23,98.84,0.35,NCBI,3967032,3460,3522981,1018.2,33.12,89.53,0,2,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa;s__Formosa sediminum
GCA_007197775.1_ASM719777v1_genomic,1,3795229,3795229,44.23,97.31,1.55,NCBI,3839691,3405,3272655,961.13,45.13,86.23,0,0,3,0,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea_A;s__Thalassotalea_A sp007197775
GCA_007197795.1_ASM719779v1_genomic,1,3477599,3477599,42.61,99.44,0.28,NCBI,3487391,3576,2988593,835.74,43.49,85.94,0,4,1,1,47,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Parageobacillus;s__Parageobacillus toebii
GCA_007279655.1_ASM727965v1_genomic,23,4407270,400581,40.72,99.34,0.5,NCBI,4414368,3742,3976723,1062.73,41.6,90.23,0,1,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robertkochia;s__Robertkochia solimangrovi
GCA_007289895.1_ASM728989v1_genomic,2,4868003,4108962,40.77,94.72,1.13,NCBI,5081286,4165,4445091,1067.25,41.27,91.31,2,7,4,0,12,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Catenovulum;s__Catenovulum sediminis
GCA_007293365.1_ASM729336v1_genomic,72,6227830,206957,59.65,99.93,0.16,NCBI_OceanDNA,6222221,5679,5468780,962.98,60.42,87.81,0,9,7,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E koreensis_C
GCA_007558815.1_ASM755881v1_genomic,46,6001989,203715,68.05,99.39,0.61,NCBI,6001989,5471,5417454,990.21,68.4,90.26,0,5,0,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Verticiella;s__Verticiella sediminum
GCA_007559285.1_ASM755928v1_genomic,24,3795762,650725,57.68,99.89,0.07,NCBI_OMD,3797282,3540,3471432,980.63,58.32,91.46,0,5,3,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter vulgaris
GCA_007559325.1_ASM755932v1_genomic,50,4374034,355181,33.47,99.34,0.83,NCBI,4366549,3620,3941153,1088.72,34.12,90.1,0,1,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B amylolyticus
GCA_007567505.1_ASM756750v1_genomic,1,4912773,4912773,40.23,99.78,0.57,NCBI,4895540,4208,4232941,1005.93,41.35,86.16,0,7,4,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella donghaensis
GCA_007570825.1_ASM757082v1_genomic,26,5194783,917035,40.12,100,0.56,NCBI,5165692,4473,4617563,1032.32,40.81,88.89,1,9,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__Pleionea;s__Pleionea sediminis
GCA_007570835.1_ASM757083v1_genomic,9,3548496,574689,63.02,99.52,0.97,NCBI,3531025,3306,3242838,980.89,63.45,91.39,0,3,2,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__Croceicoccus sediminis
GCA_007625165.1_ASM762516v1_genomic,2,2076385,1925120,64.21,95.46,0,NCBI,2175136,2057,1958318,952.03,64.68,94.31,0,4,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__Spiribacter vilamensis
GCA_007668225.1_ASM766822v1_genomic,199,4220039,107379,68.39,99.7,0.61,NCBI,4206918,4067,3736435,918.72,68.71,88.54,0,6,1,0,8,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A azotoformans
GCA_007671655.1_ASM767165v1_genomic,10,3336972,1134880,55.05,98.28,0.22,NCBI,3387903,3080,3085630,1001.83,55.51,92.47,0,3,3,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter piscensis
GCA_007671675.1_ASM767167v1_genomic,13,4357025,1081963,54.49,100,0.41,our_NCBI_OMD_OceanDNA,4339161,4056,3978602,980.92,55.04,91.31,0,4,2,0,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter maritimus
GCA_007741475.1_ASM774147v1_genomic,1,7475804,7475804,57.89,98.36,0,NCBI,7600451,5486,6485975,1182.28,58.25,86.76,11,13,3,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rosistilla;s__Rosistilla sp007741475
GCA_007741495.1_ASM774149v1_genomic,1,7216590,7216590,54.53,98.75,0,NCBI,7307939,5533,6181915,1117.28,54.77,85.66,14,7,4,0,7,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Roseimaritima;s__Roseimaritima sp007741495
GCA_007741515.1_ASM774151v1_genomic,1,5996859,5996859,55.06,97.06,2.3,NCBI,6036401,4978,5159027,1036.37,55.58,86.03,3,4,3,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__HG15A2;s__HG15A2 sp007741515
GCA_007741535.1_ASM774153v1_genomic,1,8542491,8542491,57.35,98.75,0,NCBI,8650624,6512,7401087,1136.53,57.4,86.64,14,8,2,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula sp007741535
GCA_007741555.1_ASM774155v1_genomic,1,7948699,7948699,54.65,99.34,1.18,NCBI,7907091,5963,7079350,1187.21,54.87,89.06,14,6,2,1,2,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__K23-9;s__K23-9 sp007741555
GCA_007743815.1_ASM774381v1_genomic,1,5475215,5475215,70.74,94.25,0,NCBI,5809247,4380,4828415,1102.38,70.7,88.19,10,5,3,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Alienimonas;s__Alienimonas californiensis
GCA_007744075.1_ASM774407v1_genomic,1,8289354,8289354,52.81,99.44,0,our_NCBI,8336036,6547,7247325,1106.97,53.78,87.43,15,8,3,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia benthica
GCA_007744255.1_ASM774425v1_genomic,1,6357355,6357355,50.31,97.22,0,NCBI,6539143,4925,5395326,1095.5,50.97,84.87,12,6,2,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Thalassoglobus;s__Thalassoglobus polymorphus
GCA_007744515.1_ASM774451v1_genomic,1,5228745,5228745,58.58,97.78,2.22,NCBI,5228745,4359,4560770,1046.29,58.93,87.22,13,4,1,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Calycomorphotria;s__Calycomorphotria sp007744515
GCA_007744675.1_ASM774467v1_genomic,1,7769723,7769723,49.58,100,1.11,NCBI,7683479,6112,6775269,1108.52,50.53,87.2,13,9,1,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia alba
GCA_007745175.1_ASM774517v1_genomic,1,6761146,6761146,63.21,96.67,1.11,NCBI,6916414,5580,5880561,1053.86,63.45,86.98,17,4,5,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Caulifigura;s__Caulifigura coniformis
GCA_007745435.1_ASM774543v1_genomic,1,5163473,5163473,53.9,98.88,0,NCBI,5221959,4379,4530354,1034.56,54.44,87.74,10,4,1,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Calycomorphotria;s__Calycomorphotria hydatis
GCA_007745835.1_ASM774583v1_genomic,1,4723830,4723830,66.31,96.55,0,NCBI,4892626,3806,4181217,1098.59,66.75,88.51,3,3,2,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Botrimarina;s__Botrimarina sp007745835
GCA_007746795.1_ASM774679v1_genomic,1,7929454,7929454,50.16,100,1.11,NCBI,7841437,6273,6870837,1095.3,51.16,86.65,12,7,3,0,4,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia algae
GCA_007747445.1_ASM774744v1_genomic,1,4291168,4291168,48.75,94.32,0,NCBI,4549584,3713,3614001,973.34,49.79,84.22,0,2,1,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Poriferisphaera;s__Poriferisphaera corsica
GCA_007747795.1_ASM774779v1_genomic,1,7744989,7744989,63.36,99.44,1.11,NCBI,7702152,5895,6648234,1127.78,63.45,85.84,26,6,3,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Maioricimonas;s__Maioricimonas rarisocia
GCA_007747995.1_ASM774799v1_genomic,1,7767809,7767809,55.32,98.89,2.22,NCBI_OMD_OceanDNA,7680619,6226,6661514,1069.95,55.81,85.76,36,6,4,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Mal52;g__Symmachiella;s__Symmachiella dynata
GCA_007748015.1_ASM774801v1_genomic,1,7983903,7983903,53.58,100,0,NCBI,7983903,6226,6978020,1120.79,54.63,87.4,18,8,2,2,1,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia panareensis
GCA_007748035.1_ASM774803v1_genomic,1,6608792,6608792,57.96,96.48,0,NCBI,6849909,5415,5720263,1056.37,58.6,86.56,5,8,3,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Aeoliella;s__Aeoliella mucimassa
GCA_007748055.1_ASM774805v1_genomic,1,7613473,7613473,61.97,100,3.49,NCBI,7347763,5826,6416678,1101.39,62.38,84.28,26,6,2,3,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pan216;f__Pan216;g__Pan216;s__Pan216 sp007748055
GCA_007748075.1_ASM774807v1_genomic,1,3486541,3486541,63.92,96.21,0,NCBI,3623886,2914,3179338,1091.06,64.43,91.19,1,3,1,1,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Pan265;s__Pan265 sp007748075
GCA_007748115.1_ASM774811v1_genomic,1,6496182,6496182,56.15,98.78,1.34,NCBI,6488290,5368,5747844,1070.76,56.78,88.48,11,8,5,0,18,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Bremerella;s__Bremerella volcania
GCA_007748195.1_ASM774819v1_genomic,1,7397129,7397129,45.07,100,0,NCBI,7397129,5838,6418148,1099.37,46.09,86.77,9,6,2,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia aquarii
GCA_007750395.1_ASM775039v1_genomic,1,6125480,6125480,50.32,99.01,2.22,NCBI,6049383,4674,5174762,1107.14,51.15,84.48,14,7,3,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Polystyrenella;s__Polystyrenella longa
GCA_007750655.1_ASM775065v1_genomic,1,4954743,4954743,70.52,97.85,0.54,NCBI,5036267,3800,4423283,1164.02,70.25,89.27,3,2,0,0,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__Pla163;s__Pla163 sp007750655
GCA_007751475.1_ASM775147v1_genomic,1,7718526,7718526,67.03,95.7,1.61,NCBI,7935484,5723,6961419,1216.39,67.21,90.19,7,6,1,0,0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085;s__GCA-2862085 sp007751475
GCA_007751715.1_ASM775171v1_genomic,1,7250512,7250512,58.21,98.36,0,our_NCBI,7371403,5297,6277645,1185.13,58.55,86.58,8,12,3,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rosistilla;s__Rosistilla oblonga
GCA_007752135.1_ASM775213v1_genomic,1,8439957,8439957,55.28,98.29,0,NCBI_OMD,8586791,6533,7169816,1097.48,55.51,84.95,14,8,4,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__Aureliella helgolandensis
GCA_007752535.1_ASM775253v1_genomic,6,9395224,8668938,71.07,98.45,4.65,NCBI,9099387,7724,7978828,1032.99,71.09,84.92,44,7,6,1,2,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Tautonia;s__Tautonia plasticadhaerens
GCA_007752935.1_ASM775293v1_genomic,1,7182433,7182433,57.77,99.93,0,NCBI,7187464,5494,6355506,1156.81,57.82,88.49,7,8,3,0,3,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Crateriforma;s__Crateriforma conspicua
GCA_007753095.1_ASM775309v1_genomic,1,7437004,7437004,57.66,98.36,1.18,NCBI,7471785,5576,6487435,1163.46,57.98,87.23,11,12,4,0,5,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rosistilla;s__Rosistilla carotiformis
GCA_007753265.1_ASM775326v1_genomic,1,5871207,5871207,64.08,96.48,1.15,NCBI,6015431,4655,5032857,1081.17,64.64,85.72,2,6,4,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Botrimarina;s__Botrimarina mediterranea
GCA_007753675.1_ASM775367v1_genomic,1,10769056,10769056,58.52,98.75,0.29,NCBI,10873748,7985,9426725,1180.55,58.74,87.54,27,10,4,0,7,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__Stieleria sp007753675
GCA_007754155.1_ASM775415v1_genomic,1,10975817,10975817,58.88,99.93,0,NCBI,10983505,7904,9459846,1196.84,59.13,86.19,30,11,4,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__Stieleria neptunia
GCA_007754425.1_ASM775442v1_genomic,1,7704373,7704373,49.49,100,1.11,NCBI,7618854,6145,6747526,1098.05,50.42,87.58,9,8,2,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Gimesia;s__Gimesia fumaroli
GCA_007785775.2_ASM778577v2_genomic,57,4067395,268913,45.62,99.34,1.15,NCBI,4047332,3686,3732868,1012.72,46.45,91.78,0,2,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp003973595
GCA_007786235.1_ASM778623v1_genomic,105,4924076,211084,62.78,100,0,NCBI,4924076,4640,4445682,958.12,63.34,90.28,0,6,2,0,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paenarthrobacter;s__Paenarthrobacter nitroguajacolicus_A
GCA_007786305.1_ASM778630v1_genomic,82,5791838,190277,43.51,99.87,0.58,NCBI_OMD,5765741,5123,4919762,960.33,44.63,84.94,1,7,6,0,5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio echinoideorum
GCA_007786325.1_ASM778632v1_genomic,35,5069469,807705,54.92,100,0.74,NCBI,5031955,4767,4552370,954.98,55.81,89.8,0,5,3,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_B
GCA_007786355.1_ASM778635v1_genomic,66,5294841,215231,40.42,100,0.75,NCBI_OMD_OceanDNA,5255130,4700,4672760,994.2,41.14,88.25,2,4,5,1,3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas rhizosphaerae
GCA_007786515.1_ASM778651v1_genomic,28,5654404,354781,39.66,98.63,2.15,NCBI,5609687,5542,4611357,832.07,40.95,81.55,0,7,1,0,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex
GCA_007827615.1_ASM782761v1_genomic,54,7913784,284052,73.2,100,1.05,NCBI,7830689,6923,6951144,1004.07,73.38,87.84,2,29,2,0,3,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp002847285
GCA_007827755.1_ASM782775v1_genomic,34,7395196,410684,70.91,100,2.37,NCBI,7219930,6821,6585147,965.42,71.2,89.05,2,11,0,0,1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora noduli
GCA_007833275.1_ASM783327v1_genomic,2,2523371,2344456,66.16,99.49,0.43,NCBI,2525400,2676,2269018,847.91,66.89,89.92,0,2,0,1,10,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum sp007833275
GCA_007833595.1_ASM783359v1_genomic,2,3306722,3255555,44.5,99.38,2.78,NCBI,3234851,3160,2802112,886.74,45.66,84.74,0,4,1,0,29,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
GCA_007833635.1_ASM783363v1_genomic,1,1364101,1364101,29.22,100,0,NCBI,1364101,1467,1324406,902.8,29.46,97.09,0,1,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp007833635
GCA_007859325.1_ASM785932v1_genomic,21,3910508,556920,69.32,99.95,1.03,NCBI,3872166,3404,3442809,1011.4,69.92,88.04,0,3,7,0,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas marina
GCA_007859715.1_ASM785971v1_genomic,2,6704479,6680363,48.8,97.78,1.18,NCBI,6775789,5338,5722205,1071.98,49.67,85.35,10,7,2,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__Rubinisphaera italica
GCA_007859735.1_ASM785973v1_genomic,152,6734412,134457,52.76,96.6,2.22,NCBI,6816675,5579,5747377,1030.18,53.27,85.34,15,5,3,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Thalassoglobus;s__Thalassoglobus neptunius
GCA_007859755.1_ASM785975v1_genomic,10,6196617,1050701,59.16,98.78,1.34,NCBI,6189089,5110,5345427,1046.07,59.84,86.26,8,12,3,0,16,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__Blastopirellula retiformator
GCA_007859765.1_ASM785976v1_genomic,13,6765537,4163359,66.67,96.55,1.15,NCBI,6926705,5343,5854857,1095.8,67.16,86.54,4,9,5,2,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Posidoniimonas;s__Posidoniimonas corsicana
GCA_007859815.1_ASM785981v1_genomic,18,4325069,683863,63.12,96.48,0,NCBI,4482866,3477,3793080,1090.91,63.35,87.7,3,3,3,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Botrimarina;s__Botrimarina hoheduenensis
GCA_007859835.1_ASM785983v1_genomic,23,9515429,8578108,52.75,99.93,0,NCBI,9522094,7393,8296431,1122.2,53.04,87.19,9,9,4,1,1,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Novipirellula;s__Novipirellula sp007859835
GCA_007859855.1_ASM785985v1_genomic,62,6796955,446044,57.99,98.75,0,NCBI,6882992,5277,5891617,1116.47,58.33,86.68,8,8,4,2,1,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellula solitaria
GCA_007859935.1_ASM785993v1_genomic,27,6262701,467257,66.5,96.55,2.3,NCBI,6337296,4929,5402947,1096.15,67.04,86.27,4,8,3,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Posidoniimonas;s__Posidoniimonas polymericola
GCA_007859945.1_ASM785994v1_genomic,6,5067846,1297025,66.15,96.55,0,NCBI,5248934,3949,4315404,1092.78,66.88,85.15,2,7,1,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Pseudobythopirellula;s__Pseudobythopirellula maris
GCA_007859955.1_ASM785995v1_genomic,22,5265585,895395,65.42,96.55,0,NCBI,5453739,4224,4572183,1082.43,65.84,86.83,2,5,2,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Botrimarina;s__Botrimarina colliarenosi
GCA_007860045.1_ASM786004v1_genomic,55,9586696,1170852,56.01,98.36,1.18,NCBI,9631530,7082,8324834,1175.49,56.27,86.84,30,11,4,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__Stieleria varia
GCA_007860075.1_ASM786007v1_genomic,6,7574949,4679077,55.22,98.89,2.22,NCBI,7489923,6163,6510754,1056.43,55.7,85.95,31,8,3,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Mal52;g__Symmachiella;s__Symmachiella macrocystis
GCA_007860095.1_ASM786009v1_genomic,30,7403604,834372,55.81,99.34,0,NCBI,7452792,5808,6278134,1080.95,56.04,84.8,12,6,4,1,3,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Novipirellula;s__Novipirellula galeiformis
GCA_007860105.1_ASM786010v1_genomic,35,7177699,2647372,56.54,97.51,0,NCBI_OMD_OceanDNA,7360988,5755,6334707,1100.73,56.77,88.26,9,9,4,1,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellula sp007860105
GCA_007860125.1_ASM786012v1_genomic,42,7988747,1071311,56.17,98.75,0,NCBI,8089870,6398,7090045,1108.17,56.45,88.75,11,8,2,0,1,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula tenax
